"Subject"	"1.a"	"1.b"	"1.c"	"1.d"	"1.e"	"2.a"	"2.b"	"2.c"	"2.d"	"2.e"	"2.f"	"2.g"	"2.h"	"Game.affect.distraction"	"Surprise"	"Suspected"	"Why "	"Entrant"	"Assignment"	"Entrant.1"	"Date"	"Time"	"RA"	"Station"	"Condition"	"Game.1"	"Game.2"	"Game.3"	"Game.4"	"Game.5"	"Game.6"	"Good.Session"	"Entrant.2"	"irritated"	"happy"	"angered"	"helpful"	"pleased"	"annoyed"	"knew.others"	"knew.partner"	"easy.nav"	"excited"	"engaged"	"challenging"	"stressful"	"violence"	"diff.nav"	"reflexes"	"satisfying"	"effective"	"difficult"	"good.fight"	"hard.control"	"mental.effort"	"comfort.control"	"exhausting"	"aggressed"	"enjoyed"	"often.played"	"FPS.experience"	"FPS.skill"	"mkb.experience"	"vg.freq"	"vg.cumul"	"gender"	"age"	"race"	"year"	"GPA"	"Entrant.3"	"A"	"B"	"C"	"D"	"E"	"F"	"Entrant.4"	"L2d4d"	"R2d4d"	"L_ring_length"	"L_ring_angle"	"L_index_length"	"L_index_angle"	"R_index_length"	"R_index_angle"	"R_ring_length"	"R_ring_angle"	"nCoders"	"Violence"	"Difficulty"
"432"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"RP"	"1429056000"	"-2209107600"	"AH "	"1"	"4"	"0"	"411"	"13"	"1450"	"127"	"84"	"Maybe"	"RP"	"6"	"1"	"5"	"3"	"1"	"7"	"no"	"no"	"7"	"6"	"7"	"2"	"3"	"4"	"1"	"5"	"6"	"4"	"2"	"1"	"2"	"3"	"7"	"3"	"2"	"7"	"6"	"7"	"7"	"7"	"5"	"7"	"male"	"20"	"5"	"2"	"3"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"433"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"RP"	"1429056000"	"-2209104000"	"AH "	"1"	"1"	"0"	"436"	"14"	"2614"	"6"	"0"	"Maybe"	"RP"	"7"	"1"	"5"	"1"	"1"	"7"	"NO"	"NO"	"7"	"7"	"7"	"1"	"1"	"7"	"1"	"4"	"7"	"7"	"1"	"1"	"1"	"3"	"7"	"1"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"male"	"19"	"5"	"1"	"2.9"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"434"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"9"	"RP"	"1429056000"	"-2209104000"	"TM"	"4"	"2"	"4"	"383"	"6"	"1464"	"92"	"126"	"yes "	"RP"	"6"	"2"	"3"	"1"	"1"	"4"	"no"	"no"	"7"	"5"	"5"	"6"	"3"	"6"	"1"	"5"	"5"	"4"	"3"	"5"	"2"	"3"	"6"	"1"	"3"	"6"	"6"	"6"	"6"	"5"	"6"	"7"	"male"	"21"	"5"	"3"	"2.7"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"435"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"9"	"RP"	"1429228800"	"-2209107600"	"RP"	"2"	"3"	"0"	"459"	"15"	"2240"	"56"	"0"	"no"	"RP"	"6"	"4"	"4"	"1"	"1"	"6"	"no"	"no"	"7"	"1"	"4"	"1"	"1"	"1"	"1"	"1"	"6"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"4"	"5"	"6"	"7"	"7"	"7"	"7"	"7"	"male"	"20"	"5"	"2"	"3.44"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"436"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"RP"	"1429228800"	"-2209107600"	"VP "	"4"	"4"	"6"	"288"	"3"	"1181"	"72"	"116"	"maybe"	"RP"	"4"	"3"	"2"	"1"	"4"	"4"	"NO"	"NO"	"3"	"6"	"6"	"7"	"5"	"2"	"4"	"1"	"5"	"6"	"6"	"7"	"3"	"6"	"4"	"2"	"1"	"6"	"5"	"6"	"2"	"2"	"1"	"5"	"MALE"	"19"	"5"	"1"	"3"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"437"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"RP"	"1429228800"	"-2209104000"	"RP"	"4"	"1"	"0"	"485"	"22"	"670"	"240"	"0"	"maybe"	"RP"	"5"	"1"	"1"	"1"	"1"	"5"	"NO"	"NO"	"7"	"6"	"6"	"1"	"1"	"5"	"1"	"1"	"5"	"6"	"1"	"1"	"1"	"1"	"7"	"1"	"1"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"male"	"18"	"5"	"1"	"3.8"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"438"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"RP"	"1429660800"	"-2209107600"	"TM"	"4"	"2"	"2"	"263"	"3"	"1031"	"52"	"64"	"maybe"	"RP"	"4"	"4"	"4"	"4"	"4"	"4"	"no"	"no"	"5"	"3"	"5"	"7"	"7"	"7"	"3"	"6"	"4"	"5"	"3"	"5"	"3"	"5"	"6"	"5"	"5"	"2"	"4"	"5"	"3"	"3"	"1"	"2"	"male"	"19"	"5"	"1"	"3"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"439"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"RP"	"1429660800"	"-2209104000"	"TM"	"4"	"3"	"0"	"425"	"14"	"681"	"310"	"0"	"maybe "	"RP"	"6"	"2"	"1"	"1"	"1"	"6"	"no"	"no"	"7"	"5"	"5"	"1"	"1"	"1"	"1"	"2"	"4"	"5"	"2"	"3"	"3"	"1"	"7"	"1"	"4"	"5"	"1"	"5"	"3"	"4"	"5"	"5"	"male"	"18"	"5"	"1"	"3.5"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"44"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"No"	"No"	"3"	"To make sure there wasn't any bias"	"AM"	"6"	"CH"	"1381104000"	"5:15PM"	"Danielle Tobias"	"4"	"4"	"4"	"257"	"3"	"981"	"107"	"94"	"Yes"	"CH"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"5"	"6"	"7"	"6"	"4"	"3"	"4"	"7"	"5"	"7"	"4"	"5"	"4"	"5"	"6"	"5"	"6"	"7"	"5"	"7"	"6"	"5"	"4"	"5"	"M"	"18"	"5"	"1"	"3.887"	"CH"	"0"	"-10"	"-6"	"3"	"-3"	"-5"	"CH"	"0.938758151403459"	"0.963429752066116"	"1058.1"	"86.37"	"993.3"	"86.13"	"932.6"	"87.97"	"968"	"84.78"	"1"	"Nonviolent"	"Hard"
"440"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4"	"RP"	"1429660800"	"-2209104000"	"AH "	"1"	"4"	"0"	"385"	"13"	"1958"	"77"	"78"	"maybe"	"RP"	"5"	"2"	"4"	"1"	"1"	"3"	"no"	"no"	"6"	"5"	"5"	"4"	"1"	"4"	"3"	"5"	"5"	"7"	"3"	"2"	"2"	"4"	"7"	"2"	"4"	"6"	"4"	"6"	"6"	"6"	"3"	"4"	"male"	"21"	"5"	"3"	"3"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"441"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"9"	"RP"	"1429833600"	"-2209107600"	"RP"	"1"	"1"	"0"	"444"	"22"	"612"	"264"	"0"	"yes "	"RP"	"6"	"1"	"3"	"1"	"1"	"6"	"N/A"	"N/A"	"7"	"5"	"6"	"1"	"1"	"6"	"1"	"2"	"6"	"6"	"2"	"1"	"2"	"2"	"6"	"1"	"1"	"6"	"5"	"7"	"7"	"6"	"5"	"6"	"male"	"19"	"6 (egyptian/arabic)2"	"2"	"3.52"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"442"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"9"	"RP"	"1430265600"	"-2209107600"	"TM"	"4"	"2"	"1"	"373"	"12"	"1419"	"124"	"56"	"Maybe"	"RP"	"7"	"6"	"2"	"1"	"4"	"5"	"N/A"	"N/A"	"7"	"7"	"7"	"3"	"2"	"7"	"2"	"7"	"7"	"7"	"4"	"7"	"1"	NA	"7"	"1"	"2"	"7"	"6"	"7"	"7"	"7"	"2"	"7"	"MALE"	"21"	"5"	"3"	"3"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"443"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2"	"RP"	"1430697600"	"-2209107600"	"TM "	"4"	"3"	"0"	"392"	"17"	"991"	"183"	"0"	"Maybe"	"RP"	"5"	"1"	"7"	"1"	"1"	"6"	"N/A"	"N/A"	"6"	"3"	"4"	"3"	"4"	"2"	"2"	"5"	"3"	"5"	"4"	"6"	"4"	"5"	"6"	"6"	"5"	"5"	"3"	"7"	"6"	"4"	"5"	"7"	"male"	"19"	"2"	"1"	"3.1"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"444"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4"	"RP"	"1430697600"	"-2209104000"	"TM"	"4"	"4"	"1"	"440"	"12"	"1048"	"176"	"89"	"maybe "	"RP"	"5"	"1"	"2"	"1"	"1"	"5"	"N/A"	"N/A"	"7"	"3"	"5"	"3"	"2"	"1"	"1"	"3"	"5"	"5"	"2"	"3"	"2"	"2"	"6"	"2"	"2"	"5"	"1"	"7"	"7"	"7"	"7"	"7"	"male"	"19"	"5"	"1"	"3.8"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"445"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"RP"	"1430870400"	"-2209111200"	"TM"	"4"	"1"	"0"	"439"	"15"	"0"	"368"	"0"	"Maybe"	"RP"	"6"	"2"	"5"	"1"	"1"	"5"	"N/A"	"N/A"	"5"	"4"	"5"	"2"	"2"	"6"	"2"	"3"	"5"	"6"	"2"	"1"	"4"	"4"	"6"	"3"	"5"	"4"	"5"	"6"	"5"	"4"	"3"	"4"	"male"	"20"	"5"	"2"	"2.8"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"446"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"9"	"RP"	"1430870400"	"-2209107600"	"TM"	"4"	"2"	"1"	"294"	"9"	"1176"	"72"	"59"	"no"	"RP"	"1"	"4"	"1"	"1"	"3"	"5"	"N/A"	"N/A"	"5"	"5"	"5"	"3"	"1"	"6"	"1"	"1"	"7"	"7"	"3"	"5"	"1"	"1"	"6"	"4"	"6"	"5"	"4"	"5"	"4"	"5"	"4"	"5"	"male"	"19"	"5"	"1"	"3.6"	"RP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"45"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"2"	"To show our anger towards the grader"	"AM"	"7"	"CH"	"1381104000"	"5:15PM"	"JC"	"2"	"1"	"0"	"335"	"22"	"2134"	"110"	"0"	"Yes"	"CH"	"5"	"3"	"4"	"2"	"2"	"5"	"No"	"No"	"7"	"5"	"6"	"1"	"1"	"4"	"1"	"1"	"7"	"6"	"6"	"6"	"2"	"1"	"7"	"1"	"3"	"6"	"6"	"7"	"7"	"5"	"4"	"6"	"M"	"18"	"5"	"1"	"3.7"	"CH"	"8"	"4"	"7"	"9"	"8"	"8"	"CH"	"0.950325524170811"	"0.969831594172952"	"975.35"	"85.645"	"926.9"	"86.35"	"938.7"	"81.33"	"967.9"	"85.98"	"2"	"Violent"	"Easy"
"46"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"Yes"	"4"	"Because you get to now react to their judgement so if the were unfair you could be really unfair back"	"AM"	"7"	"CH"	"1381190400"	"5:00PM"	"JC"	"4"	"2"	"2"	"395"	"9"	"1516"	"83"	"54"	"Yes"	"CH"	"4"	"4"	"4"	"4"	"4"	"5"	"Yes"	"N"	"7"	"6"	"6"	"2"	"2"	"7"	"1"	"3"	"2"	"7"	"5"	"2"	"1"	"3"	"7"	"2"	"4"	"6"	"7"	"7"	"7"	"4"	"5"	"6"	"M"	"18"	"5"	"1"	"3.75"	"CH"	"8"	"7"	"7"	"10"	"3"	"8"	"CH"	"0.9784879383238"	"0.97544080604534"	"804.2"	"88.72"	"786.9"	"79.605"	"774.5"	"80.56"	"794"	"88.05"	"2"	"Violent"	"Hard"
"47"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"2"	"To see if the more video games we played would cause us to give them longer amounts of water distraction time"	"AM"	"9"	"CH"	"1381190400"	"5:00PM"	"Mallory Baldain"	"2"	"3"	"0"	"441"	"15"	"266"	"16"	"0"	"Yes"	"CH"	"7"	"1"	"5"	"1"	"1"	"5"	"Yes"	"Yes"	"7"	"5"	"5"	"1"	"1"	"1"	"1"	"1"	"5"	"6"	"1"	"1"	"1"	"1"	"7"	"4"	"1"	"4"	"3"	"6"	"6"	"4"	"2"	"3"	"M"	"18"	"5"	"1"	"3"	"CH"	"6"	"2"	"3"	"10"	"4"	"5"	"CH"	"0.988036756631798"	"0.964245304367504"	"865.15"	"88.875"	"854.8"	"80.675"	"852.2"	"88.79"	"883.8"	"81.935"	"2"	"Nonviolent"	"Easy"
"48"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"No"	"Maybe"	"5"	"To take out our anger via retaliation "	"AM"	"9"	"CH"	"1381190400"	"5:00PM"	"Mallory Baldain"	"2"	"4"	"6"	"248"	"3"	"1693"	"23"	"113"	"Yes"	"CH"	"4"	"4"	"4"	"1"	"1"	"1"	"N"	"N"	"7"	"1"	"5"	"5"	"2"	"1"	"1"	"6"	"3"	"3"	"3"	"5"	"5"	"1"	"4"	"1"	"5"	"4"	"7"	"7"	"7"	"6"	"1"	"7"	"M"	"19"	"5"	"1"	"3.7"	"CH"	"-10"	"-10"	"-7"	"0"	"1"	"-10"	"CH"	"0.906452844597174"	"0.911515218717082"	"916.65"	"87.155"	"830.9"	"88.24"	"822.05"	"89.23"	"901.85"	"87.555"	"2"	"Nonviolent"	"Hard"
"49"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"No"	"Yes"	"2"	"So that it was random"	"AM"	"8"	"CH"	"1381190400"	"6:00PM"	"JC"	"4"	"1"	"0"	"507"	"17"	"1060"	"251"	"0"	"Yes"	"CH"	"7"	"1"	"7"	"1"	"1"	"7"	"N"	"N"	"6"	"5"	"5"	"2"	"2"	"5"	"2"	"5"	"4"	"3"	"3"	"3"	"1"	"2"	"7"	"2"	"6"	"5"	"3"	"7"	"6"	"5"	"6"	"7"	"M"	"18"	"5"	"1"	"3.67"	"CH"	"7"	"7"	"6"	"10"	"9"	"8"	"CH"	"0.928905727657678"	"0.962536673437147"	"897.4"	"85.015"	"833.6"	"86.42"	"853"	"89.565"	"886.2"	"86.555"	"2"	"Violent"	"Easy"
"5"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"No"	"No"	"1"	"I was told is was to eliminate a potential for bias"	"AM"	"2"	"CH"	"41542"	"0.71875"	"Danielle"	"4"	"1"	"0"	"485"	"19"	"1134"	"227"	"0"	"Maybe"	"AM"	"1"	"4"	"1"	"1"	"1"	"1"	"No"	"No"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"1"	"7"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"1"	"2"	"7"	"7"	"7"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"3.3"	"AM"	"0"	"0"	"0"	"0"	"0"	"0"	"CH"	"1.01121495327103"	"0.994408945686901"	"856"	"89.93"	"865.6"	"79.82"	"871.5"	"78.82"	"876.4"	"86.73"	"1"	"Violent"	"Easy"
"50"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"2"	"Because we felt some sort of aggression after playing the game or reading the response"	"AM"	"5"	"CH"	"1381190400"	"3:15PM"	"Danielle Tobias"	"4"	"2"	"7"	"232"	"3"	"1297"	"47"	"139"	"Yes"	"CH"	"7"	"1"	"7"	"1"	"1"	"7"	"N"	"N"	"7"	"5"	"6"	"5"	"4"	"5"	"5"	"7"	"6"	"5"	"5"	"6"	"3"	"3"	"5"	"2"	"3"	"6"	"4"	"7"	"3"	"3"	"4"	"7"	"M"	"19"	"5"	"1"	"3.7"	"CH"	"0"	"0"	"8"	"9"	"7"	"3"	"CH"	"0.954072022160665"	"0.963045538152834"	"902.5"	"87.365"	"861.05"	"73.95"	"863.9"	"70.24"	"897.05"	"78.815"	"2"	"Violent"	"Hard"
"51"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"No"	"No"	"2"	"To get a reaction after reading the bad essay score"	"AM"	"4"	"CH"	"1381276800"	"3:15PM"	"JC"	"2"	"3"	"0"	"513"	"17"	"2982"	"55"	"0"	"No"	"CH"	"2"	"2"	"1"	"1"	"1"	"2"	"N"	"N"	"7"	"3"	"6"	"1"	"1"	"1"	"1"	"2"	"5"	"6"	"1"	"1"	"1"	"2"	"7"	"1"	"4"	"5"	"5"	"7"	"5"	"7"	"5"	"6"	"M"	"18"	"5"	"1"	"2.7"	"CH"	"5"	"-3"	"3"	"6"	"5"	"4"	"CH"	"0.98454490257769"	"0.951655338741504"	"905.85"	"85.125"	"891.85"	"88.68"	"868.1"	"89.04"	"912.2"	"81.235"	"2"	"Nonviolent"	"Easy"
"52"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"3"	"See how well we do while distracted"	"AM"	"7"	"CH"	"1381276800"	"4:15PM"	"Danielle Tobias"	"4"	"4"	"3"	"390"	"18"	"1294"	"128"	"92"	"Yes"	"CH"	"6"	"2"	"6"	"1"	"1"	"7"	"N"	"N"	"7"	"4"	"6"	"1"	"1"	"1"	"1"	"7"	"6"	"5"	"2"	"4"	"5"	"2"	"7"	"2"	"1"	"5"	"5"	"7"	"7"	"4"	"5"	"6"	"M"	"18"	"5"	"1"	"3.8"	"CH"	"5"	"6"	"4"	"8"	"-1"	"5"	"CH"	"1.01136975242196"	"1.00061462814997"	"743.2"	"88.61"	"751.65"	"85.72"	"732.6"	"81.485"	"732.15"	"86.205"	"2"	"Nonviolent"	"Hard"
"53"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"Yes"	"Maybe"	"3"	"To see how irritated we were at the other person"	"AM"	"7"	"CH"	"1381276800"	"4:15PM"	"JC"	"2"	"1"	"0"	"512"	"22"	"1003"	"281"	"0"	"Yes"	"CH"	"5"	"3"	"3"	"2"	"3"	"6"	"N"	"N"	"7"	"6"	"7"	"2"	"1"	"7"	"1"	"2"	"7"	"7"	"6"	"1"	"2"	"2"	"6"	"1"	"6"	"7"	"7"	"7"	"3"	"7"	"6"	"7"	"M"	"19"	"5"	"1"	"3.2"	"CH"	"5"	"3"	"35"	"6"	"6"	"6"	"CH"	"0.942847499578106"	"0.953958841995117"	"888.85"	"85.91"	"838.05"	"85.59"	"820.5"	"89.825"	"860.1"	"81.01"	"2"	"Violent"	"Easy"
"54"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"Maybe"	"No"	"3"	"To see if their essay or their review of our essay aggrivated us and we gave them a more or less severe distraction as a punishment"	"AM"	"3"	"CH"	"1381363200"	"3:30PM"	"SC"	"2"	"2"	"0"	"330"	"10"	"1085"	"83"	"53"	"Yes"	"CH"	"6"	"2"	"7"	"1"	"4"	"5"	"N"	"N"	"7"	"6"	"6"	"5"	"4"	"6"	"2"	"6"	"4"	"6"	"2"	"1"	"1"	"4"	"7"	"3"	"6"	"6"	"5"	"7"	"6"	"7"	"7"	"5"	"M"	"18"	"5"	"1"	"3.9"	"CH"	"9"	"-2"	"4"	"5"	"-3"	"6"	"CH"	"0.979926414890163"	"0.985151989633389"	"924.1"	"85.315"	"905.55"	"86.17"	"912.3"	"87.64"	"926.05"	"83.71"	"2"	"Violent"	"Hard"
"55"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"3"	"To gauge our opinion of the essay response and how shooting video games make cause a negative reaction"	"AM"	"8"	"CH"	"1381363200"	"3:30PM"	"Melissa"	"4"	"3"	"0"	"450"	"15"	"1785"	"136"	"0"	"Yes"	"CH"	"6"	"2"	"4"	"1"	"1"	"7"	"N"	"N"	"6"	"4"	"4"	"1"	"1"	"2"	"1"	"5"	"5"	"5"	"2"	"1"	"5"	"1"	"6"	"1"	"1"	"5"	"2"	"6"	"6"	"4"	"2"	"6"	"M"	"18"	"5"	"1"	"3.26"	"CH"	"9"	"8"	"7"	"9"	"8"	"8"	"CH"	"0.972708491899532"	"0.944358987959476"	"919.7"	"83.385"	"894.6"	"80.96"	"890.2"	"79.22"	"942.65"	"88.09"	"2"	"Nonviolent"	"Easy"
"56"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"2"	"To see how the other's evaluation affected aggression towards them by choosing a longer time"	"AM"	"9"	"CH"	"1381363200"	"4:30PM"	"SC"	"2"	"4"	"0"	"428"	"14"	"1586"	"148"	"55"	"Yes"	"CH"	"5"	"1"	"3"	"1"	"1"	"6"	"N"	"N"	"7"	"6"	"6"	"1"	"1"	"1"	"1"	"2"	"5"	"6"	"1"	"2"	"1"	"3"	"7"	"1"	"3"	"6"	"6"	"7"	"7"	"7"	"5"	"7"	"M"	"19"	"5"	"2"	"3"	"CH"	"6"	"2"	"5"	"7"	"-5"	"2"	"CH"	"1.00502232142857"	"0.947351333802284"	"896"	"77.13"	"900.5"	"88.18"	"875.4"	"87.415"	"924.05"	"82.225"	"2"	"Nonviolent"	"Hard"
"57"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"Yes"	"No"	"3"	"Because we had opposite views or because we were the only two people here"	"AM"	"9"	"CH"	"1381363200"	"3:30PM"	"Melissa"	"4"	"1"	"0"	"355"	"12"	"2257"	"13"	"0"	"Yes"	"CH"	"5"	"4"	"6"	"1"	"2"	"2"	"N"	"N"	"3"	"2"	"5"	"6"	"6"	"7"	"5"	"5"	"5"	"5"	"2"	"2"	"6"	"4"	"5"	"5"	"6"	"3"	"3"	"2"	"2"	"1"	"1"	"2"	"F"	"18"	"5"	"1"	"3.3"	"CH"	"3"	"1"	"3"	"9"	"2"	"5"	"CH"	"1.00566604340189"	"0.983014623172103"	"882.45"	"85.8"	"887.45"	"86.705"	"873.9"	"86.85"	"889"	"89.775"	"2"	"Violent"	"Easy"
"58"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"1"	"Because, of the evaluation of my essay to see how they respond to bad or good reviews"	"AM"	"5"	"CH"	"1381363200"	"5:30PM"	"SC"	"2"	"2"	"3"	"213"	"6"	"855"	"82"	"71"	"Yes"	"CH"	"2"	"4"	"2"	"6"	"4"	"2"	"Yes"	"N"	"6"	"5"	"6"	"5"	"1"	"5"	"2"	"3"	"5"	"6"	"3"	"5"	"6"	"4"	"5"	"1"	"5"	"5"	"3"	"7"	"3"	"4"	"5"	"3"	"M"	"21"	"5"	"3"	"3.1"	"CH"	"7"	"6"	"8"	"10"	"9"	"8"	"CH"	"0.965472616212858"	"0.939609959773919"	"965.9"	"82.025"	"932.55"	"89.665"	"922.65"	"87.855"	"981.95"	"85.21"	"2"	"Violent"	"Hard"
"59"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"2"	"So that you could see depending on how we evaluated each others essay how long we wanted them to put their hands in water"	"AM"	"9"	"CH"	"1381363200"	"6:30PM"	"Melissa"	"4"	"3"	"0"	"440"	"15"	"2461"	"32"	"0"	NA	"CH"	"5"	"3"	"4"	"1"	"2"	"5"	"N"	"N"	"7"	"4"	"5"	"1"	"1"	"1"	"1"	"1"	"4"	"4"	"2"	"1"	"1"	"1"	"7"	"1"	"5"	"5"	"1"	"5"	"2"	"3"	"5"	"5"	"M"	"18"	"5"	"1"	"3.1"	"CH"	"7"	"7"	"6"	"9"	"5"	"7"	"CH"	"0.936028659160696"	"0.948566437159593"	"977"	"89.855"	"914.5"	"82.43"	"923.05"	"89.54"	"973.1"	"89.295"	"2"	"Nonviolent"	"Easy"
"6"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"Maybe"	"Maybe"	"1"	"So the experimenter wouldn't know and prevent bias"	"AM"	"9"	"CH"	"41542"	"0.71875"	"JC"	"2"	"2"	"4"	"286"	"6"	"1444"	"101"	"100"	"Yes"	"AM"	"4"	"7"	"1"	"4"	"7"	"1"	"No"	"No"	"6"	"6"	"6"	"3"	"2"	"3"	"2"	"4"	"4"	"6"	"2"	"5"	"2"	"5"	"3"	"2"	"1"	"6"	"2"	"5"	"5"	"2"	"2"	"3"	"M"	"21"	"5"	"3"	"3.3"	"AM"	"7"	"5"	"7"	"8"	"6"	"7"	"CH"	"0.994397451389652"	"0.95134414574539"	"910.3"	"88.62"	"905.2"	"87.02"	"856.4"	"86.72"	"900.2"	"88.73"	"1"	"Violent"	"Hard"
